timestamp,vehicle_id,engine_rpm,coolant_temp_c,fault_code
2026-07-03 20:42:38.148212,VIN-100001,2100,90,NONE
2026-07-03 20:42:38.148228,VIN-100002,2100,90,NONE
2026-07-03 20:42:38.148231,VIN-100003,2100,90,NONE
2026-07-03 20:42:38.148233,VIN-100004,2100,90,NONE
2026-07-03 20:42:38.148235,VIN-100005,2100,90,NONE
2026-07-03 20:42:38.148237,VIN-100006,2100,90,NONE
2026-07-03 20:42:38.148240,VIN-100007,2100,90,NONE
2026-07-03 20:42:38.148245,VIN-100008,2100,90,NONE
2026-07-03 20:42:38.148248,VIN-100009,2100,90,NONE
2026-07-03 20:42:38.148250,VIN-100010,2100,90,NONE
2026-07-03 20:42:38.148253,VIN-100011,2100,90,NONE
2026-07-03 20:42:38.148255,VIN-100012,2100,90,NONE
2026-07-03 20:42:38.148257,VIN-100013,2100,90,NONE
2026-07-03 20:42:38.148259,VIN-100014,2100,90,NONE
2026-07-03 20:42:38.148261,VIN-100015,2100,90,NONE
2026-07-03 20:42:38.148262,VIN-100016,2100,90,NONE
2026-07-03 20:42:38.148264,VIN-100017,2100,90,NONE
2026-07-03 20:42:38.148266,VIN-100018,2100,90,NONE
2026-07-03 20:42:38.148268,VIN-100019,2100,90,NONE
2026-07-03 20:42:38.148270,VIN-100020,2100,90,NONE
2026-07-03 20:42:38.148272,VIN-100021,2100,90,NONE
2026-07-03 20:42:38.148274,VIN-100022,2100,90,NONE
2026-07-03 20:42:38.148276,VIN-100023,2100,90,NONE
2026-07-03 20:42:38.148278,VIN-100024,2100,90,NONE
2026-07-03 20:42:38.148280,VIN-100025,2100,90,NONE
2026-07-03 20:42:38.148282,VIN-100026,2100,90,NONE
2026-07-03 20:42:38.148284,VIN-100027,2100,90,NONE
2026-07-03 20:42:38.148286,VIN-100028,2100,90,NONE
2026-07-03 20:42:38.148288,VIN-100029,2100,90,NONE
2026-07-03 20:42:38.148290,VIN-100030,2100,90,NONE
2026-07-03 20:42:38.148292,VIN-100031,2100,90,NONE
2026-07-03 20:42:38.148294,VIN-100032,2100,90,NONE
2026-07-03 20:42:38.148296,VIN-100033,2100,90,NONE
2026-07-03 20:42:38.148298,VIN-100034,2100,90,NONE
2026-07-03 20:42:38.148300,VIN-100035,2100,90,NONE
2026-07-03 20:42:38.148302,VIN-100036,2100,90,NONE
2026-07-03 20:42:38.148304,VIN-100037,2100,90,NONE
2026-07-03 20:42:38.148306,VIN-100038,2100,90,NONE
2026-07-03 20:42:38.148308,VIN-100039,2100,90,NONE
2026-07-03 20:42:38.148310,VIN-100040,2100,90,NONE
2026-07-03 20:42:38.148312,VIN-100041,2100,90,NONE
2026-07-03 20:42:38.148314,VIN-100042,2100,90,NONE
